card_name,card_brand,domestic_offer_amount,domestic_offer_type,overseas_offer_amount,overseas_offer_type,card_img,card_record,card_overseas
아시아나 삼성애니패스플래티늄카드,삼성카드,80000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/53/card_img/20134/53card.png,500000,mastercard
삼성카드 스페셜마일리지 (스카이패스),삼성카드,50000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/54/card_img/20135/54card.png,1000000,AMEX
CU·배달의민족 삼성카드 taptap,삼성카드,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/55/card_img/20136/55card.png,300000,mastercard
삼성카드 지엔미+,삼성카드,50000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/56/card_img/20137/56card.png,500000,"mastercard,UnionPay"
삼성카드 애니패스+,삼성카드,80000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/57/card_img/20138/57card.png,300000,"mastercard,UnionPay"
카라이프 삼성카드 DISCOUNT+,삼성카드,100000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/58/card_img/20139/58card.png,500000,mastercard
삼성카드 taptap I,삼성카드,,,60000.0,1.0,https://api.card-gorilla.com:8080/storage/card/59/card_img/20141/59card.png,1000000,mastercard
American Express Green,삼성카드,40000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/60/card_img/20142/60card.png,500000,AMEX
스카이패스 삼성아멕스카드,삼성카드,70000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/61/card_img/20143/61card.png,500000,AMEX
글로벌쇼핑 삼성카드 5v2,삼성카드,90000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/62/card_img/20144/62card.png,1000000,mastercard
삼성페이 삼성카드 taptap,삼성카드,,,70000.0,1.0,https://api.card-gorilla.com:8080/storage/card/63/card_img/20145/63card.png,500000,mastercard
신세계이마트 삼성카드7,삼성카드,,,60000.0,1.0,https://api.card-gorilla.com:8080/storage/card/64/card_img/20146/64card.png,1000000,mastercard
삼성카드 2V3(아지냥이 Edition),삼성카드,20000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/65/card_img/20147/65card.png,300000,"VISA,mastercard,UnionPay"
삼성카드 6V3,삼성카드,,,10000.0,1.0,https://api.card-gorilla.com:8080/storage/card/66/card_img/20148/66card.png,500000,"mastercard,UnionPay"
삼성카드 3V3(GS칼텍스),삼성카드,80000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/67/card_img/20149/67card.png,1000000,"mastercard,UnionPay"
삼성카드 3V3(SK에너지),삼성카드,40000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/68/card_img/20150/68card.png,300000,"mastercard,UnionPay"
삼성카드 4V3(포인트),삼성카드,,,90000.0,1.0,https://api.card-gorilla.com:8080/storage/card/69/card_img/20151/69card.png,1000000,"mastercard,UnionPay"
삼성카드 5V3,삼성카드,,,10000.0,1.0,https://api.card-gorilla.com:8080/storage/card/70/card_img/20152/70card.png,500000,"VISA,mastercard,UnionPay"
삼성카드 4V3,삼성카드,,,100000.0,1.0,https://api.card-gorilla.com:8080/storage/card/71/card_img/20153/71card.png,300000,"mastercard,UnionPay"
트레이더스신세계 삼성카드,삼성카드,,,30000.0,1.0,https://api.card-gorilla.com:8080/storage/card/72/card_img/27079/0072card.png,300000,mastercard
카드의정석 NEW우리V카드,우리카드,90000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/73/card_img/20155/73card.png,1000000,"VISA,BC,BC Global,mastercard,UnionPay"
All For Me카드,우리카드,30000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/74/card_img/20156/74card.png,500000,"VISA,mastercard,UnionPay"
KT 카드의정석 Super DC,우리카드,,,100000.0,1.0,https://api.card-gorilla.com:8080/storage/card/75/card_img/20157/75card.png,300000,"VISA,BC"
LGU+ 카드의정석 장기할부,우리카드,60000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/76/card_img/20158/76card.png,300000,"VISA,BC,mastercard"
위비멤버스카드,우리카드,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/77/card_img/20159/77card.png,500000,"BC,mastercard"
블루다이아몬드Ⅱ 카드,우리카드,70000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/78/card_img/20160/78card.png,500000,"BC,mastercard,JCB"
그랑블루Ⅱ카드,우리카드,,,80000.0,1.0,https://api.card-gorilla.com:8080/storage/card/79/card_img/20161/79card.png,500000,"VISA,mastercard,UnionPay"
썸(SUM) 페이 카드,우리카드,60000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/80/card_img/20162/80card.png,500000,"mastercard,UnionPay"
위메프 우리카드,우리카드,60000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/81/card_img/20163/81card.png,1000000,"BC,mastercard,UnionPay"
우리 XGOLF 카드,우리카드,,,80000.0,1.0,https://api.card-gorilla.com:8080/storage/card/82/card_img/20164/82card.png,500000,"BC,mastercard"
ONLY 나만의카드,우리카드,70000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/83/card_img/20165/83card.png,300000,"BC,mastercard"
카드의정석 POINT,우리카드,70000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/84/card_img/20166/84card.png,300000,"VISA,BC,mastercard"
카드의정석 SHOPPING,우리카드,20000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/85/card_img/20167/85card.png,300000,"VISA,mastercard,UnionPay"
카드의정석 DISCOUNT,우리카드,,,60000.0,1.0,https://api.card-gorilla.com:8080/storage/card/86/card_img/20168/86card.png,500000,"VISA,mastercard,UnionPay"
DA@카드의정석,우리카드,,,40000.0,1.0,https://api.card-gorilla.com:8080/storage/card/87/card_img/20239/87card.png,1000000,"BC,mastercard"
D4@카드의정석,우리카드,20000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/88/card_img/20241/88card.png,1000000,"BC,mastercard"
우리Most카드,우리카드,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/89/card_img/20242/89card.png,300000,"VISA,BC,UnionPay"
카드의정석 위비온 플러스,우리카드,50000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/90/card_img/20243/90card.png,300000,"BC,mastercard"
카드의정석 PREMIUM POINT,우리카드,40000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/91/card_img/20245/91card.png,1000000,"BC,mastercard"
카드의정석 PREMIUM MILEAGE(SKYPASS),우리카드,,,90000.0,1.0,https://api.card-gorilla.com:8080/storage/card/92/card_img/20246/92card.png,300000,"BC,mastercard"
카드의정석 PREMIUM MILEAGE(AsianaClub),우리카드,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/93/card_img/20247/93card.png,500000,"BC,mastercard"
LoL CHAMPIONS KOREA 우리카드,우리카드,,,40000.0,1.0,https://api.card-gorilla.com:8080/storage/card/94/card_img/20248/94card.png,1000000,"VISA,mastercard,UnionPay"
갤러리아 씨티카드 프레스티지,씨티카드,70000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/95/card_img/20250/95card.png,300000,VISA
씨티 리워드,씨티카드,,,30000.0,1.0,https://api.card-gorilla.com:8080/storage/card/96/card_img/20251/96card.png,500000,mastercard
신세계 씨티 리워드,씨티카드,90000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/97/card_img/20253/97card.png,500000,"VISA,mastercard"
신세계 씨티카드 콰트로,씨티카드,20000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/98/card_img/20254/98card.png,300000,VISA
신세계 씨티 플래티늄 아시아나,씨티카드,,,70000.0,1.0,https://api.card-gorilla.com:8080/storage/card/99/card_img/20256/99card.png,1000000,VISA
씨티 NEW 캐시백,씨티카드,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/100/card_img/20257/100card.png,1000000,mastercard
NEW 씨티 클리어,씨티카드,80000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/101/card_img/20258/101card.png,1000000,mastercard
씨티 NEW 프리미어마일 대한항공,씨티카드,,,20000.0,1.0,https://api.card-gorilla.com:8080/storage/card/102/card_img/20260/102card.png,500000,VISA
씨티 NEW 프리미어마일 아시아나,씨티카드,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/103/card_img/20261/103card.png,1000000,
대백 씨티카드 아인스,씨티카드,70000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/104/card_img/20262/104card.png,300000,VISA
이마트 KB국민카드,KB국민카드,,,70000.0,1.0,https://api.card-gorilla.com:8080/storage/card/105/card_img/20263/105card.png,500000,"VISA,mastercard,AMEX,UnionPay"
굿데이카드,KB국민카드,,,90000.0,1.0,https://api.card-gorilla.com:8080/storage/card/106/card_img/20264/106card.png,1000000,"VISA,mastercard,AMEX,UnionPay,JCB"
SK LPG SAVE KB국민카드,KB국민카드,40000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/107/card_img/20265/107card.png,500000,"VISA,mastercard"
와이즈카드,KB국민카드,30000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/108/card_img/20266/108card.png,1000000,"VISA,mastercard,AMEX,UnionPay,JCB"
SK에너지 러브유 KB국민카드,KB국민카드,90000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/109/card_img/20267/109card.png,500000,"mastercard,JCB"
서울도시가스 KB국민카드,KB국민카드,,,100000.0,1.0,https://api.card-gorilla.com:8080/storage/card/110/card_img/20268/110card.png,500000,"mastercard,JCB"
혜담Ⅱ카드,KB국민카드,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/111/card_img/20269/111card.png,500000,"mastercard,AMEX,UnionPay,JCB"
GS행복가득카드,KB국민카드,,,10000.0,1.0,https://api.card-gorilla.com:8080/storage/card/112/card_img/20270/112card.png,300000,"mastercard,AMEX"
마일리지 가온카드(대한항공),KB국민카드,90000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/113/card_img/20271/113card.png,300000,mastercard
마일리지 가온카드(아시아나),KB국민카드,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/114/card_img/20272/114card.png,1000000,mastercard
굿데이올림카드,KB국민카드,40000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/115/card_img/20273/115card.png,300000,"VISA,mastercard,AMEX"
청춘대로카드,KB국민카드,80000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/116/card_img/20274/116card.png,1000000,mastercard
청춘대로 티타늄 카드,KB국민카드,,,30000.0,1.0,https://api.card-gorilla.com:8080/storage/card/117/card_img/20349/117card.png,300000,"mastercard,UnionPay"
FINETECH카드(아시아나),KB국민카드,40000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/118/card_img/24264/118card.png,500000,mastercard
FINETECH카드(대한항공),KB국민카드,80000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/119/card_img/24263/119card.png,1000000,mastercard
ONE카드,KB국민카드,10000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/120/card_img/20352/120card.png,500000,mastercard
다담카드,KB국민카드,,,20000.0,1.0,https://api.card-gorilla.com:8080/storage/card/121/card_img/20353/121card.png,500000,"VISA,mastercard"
모바일101카드,KB국민카드,90000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/122/card_img/20354/122card.png,500000,"VISA,mastercard"
아이행복카드(S-type),KB국민카드,,,90000.0,1.0,https://api.card-gorilla.com:8080/storage/card/123/card_img/23900/123card.png,500000,mastercard
아이행복카드(T-type),KB국민카드,30000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/124/card_img/23901/124card.png,300000,mastercard
E1 LPG KB국민카드,KB국민카드,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/125/card_img/20355/125card.png,500000,mastercard
아시아나 올림카드,KB국민카드,,,40000.0,1.0,https://api.card-gorilla.com:8080/storage/card/126/card_img/20356/126card.png,1000000,mastercard
청춘대로 매니아i카드,KB국민카드,,,0.0,1.0,https://api.card-gorilla.com:8080/storage/card/127/card_img/20357/127card.png,1000000,"mastercard,UnionPay"
Liiv Mate카드,KB국민카드,40000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/128/card_img/23902/128card.png,1000000,mastercard
청춘대로 톡톡카드,KB국민카드,0.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/129/card_img/20358/129card.png,1000000,"mastercard,JCB"
BeV V카드(포인트형),KB국민카드,90000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/130/card_img/20359/130card.png,500000,mastercard
BeV V카드(스카이패스형),KB국민카드,100000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/131/card_img/20360/131card.png,1000000,mastercard
청춘대로 1코노미 카드,KB국민카드,20000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/132/card_img/20361/132card.png,500000,mastercard
BeV Ⅲ 카드,KB국민카드,,,100000.0,1.0,https://api.card-gorilla.com:8080/storage/card/133/card_img/20362/133card.png,1000000,mastercard
탄탄대로 온리유카드,KB국민카드,10000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/134/card_img/20363/134card.png,300000,mastercard
탄탄대로 이지홈카드,KB국민카드,90000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/135/card_img/23903/135card.png,1000000,mastercard
가온 워킹업카드,KB국민카드,,,40000.0,1.0,https://api.card-gorilla.com:8080/storage/card/136/card_img/20364/136card.png,300000,mastercard
탄탄대로 Miz&Mr카드,KB국민카드,,,20000.0,1.0,https://api.card-gorilla.com:8080/storage/card/137/card_img/20365/137card.png,1000000,mastercard
스카이패스 KB국민카드,KB국민카드,70000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/138/card_img/20366/138card.png,500000,"VISA,mastercard,JCB"
아시아나항공 KB국민카드,KB국민카드,,,100000.0,1.0,https://api.card-gorilla.com:8080/storage/card/139/card_img/20367/139card.png,1000000,"VISA,mastercard"
S-OIL LPG KB국민카드,KB국민카드,,,40000.0,1.0,https://api.card-gorilla.com:8080/storage/card/140/card_img/20368/140card.png,500000,"VISA,mastercard"
KB국민 펫코노미 카드,KB국민카드,70000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/141/card_img/20369/141card.png,500000,mastercard
톡톡 Pay카드,KB국민카드,,,90000.0,1.0,https://api.card-gorilla.com:8080/storage/card/142/card_img/20370/142card.png,500000,mastercard
청춘대로 꿀맛α카드,KB국민카드,,,100000.0,1.0,https://api.card-gorilla.com:8080/storage/card/143/card_img/20371/143card.png,500000,mastercard
청춘대로 꿀잠α카드,KB국민카드,,,10000.0,1.0,https://api.card-gorilla.com:8080/storage/card/144/card_img/23904/144card.png,300000,mastercard
청춘대로 꿀잼α카드,KB국민카드,0.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/145/card_img/23905/145card.png,300000,mastercard
The Easy카드,KB국민카드,,,0.0,1.0,https://api.card-gorilla.com:8080/storage/card/146/card_img/20372/146card.png,1000000,mastercard
레일포인트 KB국민카드,KB국민카드,,,100000.0,1.0,https://api.card-gorilla.com:8080/storage/card/147/card_img/23906/147card.png,1000000,mastercard
삼성페이 KB국민카드,KB국민카드,20000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/148/card_img/20374/148card.png,500000,mastercard
탄탄대로 올쇼핑카드,KB국민카드,70000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/149/card_img/20377/149card.png,1000000,mastercard
탄탄대로 Miz&Mr 티타늄카드,KB국민카드,,,40000.0,1.0,https://api.card-gorilla.com:8080/storage/card/150/card_img/23907/150card.png,1000000,mastercard
탄탄대로 오토카드,KB국민카드,80000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/151/card_img/20378/151card.png,300000,mastercard
에듀카드,KB국민카드,,,60000.0,1.0,https://api.card-gorilla.com:8080/storage/card/152/card_img/20379/152card.png,1000000,mastercard
Lady다솜카드,NH농협카드,100000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/155/card_img/23908/155card.png,500000,"VISA,mastercard"
Shopping Save카드,NH농협카드,10000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/156/card_img/20380/156card.png,500000,"VISA,mastercard"
아시아나클럽카드,NH농협카드,80000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/157/card_img/23909/157card.png,1000000,"VISA,mastercard,JCB"
스카이패스카드,NH농협카드,70000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/158/card_img/23910/158card.png,1000000,"VISA,mastercard,JCB"
TAKE(테이크)5카드,NH농협카드,80000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/159/card_img/26570/159card.png,500000,mastercard
알뜰주유카드(할인형),NH농협카드,100000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/160/card_img/23912/160card.png,300000,JCB
NC다이노스카드,NH농협카드,,,90000.0,1.0,https://api.card-gorilla.com:8080/storage/card/161/card_img/20381/161card.png,1000000,VISA
#ing(샵핑)카드,NH농협카드,40000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/162/card_img/20382/162card.png,300000,mastercard
#ing+(샵핑플러스)카드,NH농협카드,,,70000.0,1.0,https://api.card-gorilla.com:8080/storage/card/163/card_img/20383/163card.png,500000,mastercard
ME+(미플러스)카드,NH농협카드,70000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/164/card_img/20384/164card.png,300000,mastercard
ME(미)카드,NH농협카드,100000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/165/card_img/23913/165card.png,300000,mastercard
BAZIC(베이직)카드,NH농협카드,,,80000.0,1.0,https://api.card-gorilla.com:8080/storage/card/166/card_img/20389/166card.png,300000,"mastercard,JCB"
BAZIC+(베이직플러스)카드,NH농협카드,,,30000.0,1.0,https://api.card-gorilla.com:8080/storage/card/167/card_img/20390/167card.png,500000,mastercard
아이행복카드(교육)(비씨),NH농협카드,,,70000.0,1.0,https://api.card-gorilla.com:8080/storage/card/168/card_img/23915/168card.png,1000000,UnionPay
아이행복카드(쇼핑)(비씨),NH농협카드,,,20000.0,1.0,https://api.card-gorilla.com:8080/storage/card/169/card_img/23914/169card.png,1000000,UnionPay
jumjum(점점)카드(할인)(비씨),NH농협카드,,,20000.0,1.0,https://api.card-gorilla.com:8080/storage/card/170/card_img/23916/170card.png,300000,"VISA,UnionPay"
jumjum(점점)카드(적립)(비씨),NH농협카드,,,40000.0,1.0,https://api.card-gorilla.com:8080/storage/card/171/card_img/23917/171card.png,500000,"VISA,UnionPay"
NH올원카드,NH농협카드,70000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/172/card_img/23918/172card.png,1000000,mastercard
NH올원+(플러스)카드,NH농협카드,,,20000.0,1.0,https://api.card-gorilla.com:8080/storage/card/173/card_img/20385/173card.png,300000,mastercard
국민행복카드(비씨),NH농협카드,70000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/174/card_img/20386/174card.png,300000,UnionPay
NH올원 하나로카드,NH농협카드,0.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/175/card_img/20387/175card.png,500000,mastercard
부자되세요 HomeShopping카드(비씨),NH농협카드,,,20000.0,1.0,https://api.card-gorilla.com:8080/storage/card/176/card_img/20391/176card.png,1000000,"VISA,UnionPay"
NH올원 All100(올백)카드,NH농협카드,,,20000.0,1.0,https://api.card-gorilla.com:8080/storage/card/177/card_img/20393/177card.png,1000000,
NH올원 Shopping&11번가카드(R1타입),NH농협카드,,,60000.0,1.0,https://api.card-gorilla.com:8080/storage/card/178/card_img/20394/178card.png,1000000,mastercard
NH올원 Shopping&11번가카드(R2타입),NH농협카드,,,70000.0,1.0,https://api.card-gorilla.com:8080/storage/card/179/card_img/20395/179card.png,500000,mastercard
위카드,NH농협카드,80000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/180/card_img/20396/180card.png,1000000,"VISA,mastercard,UnionPay,JCB"
NH올원 파이카드,NH농협카드,10000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/181/card_img/20398/181card.png,1000000,"mastercard,JCB"
SolSol++(쏠쏠투플러스)카드,NH농협카드,,,80000.0,1.0,https://api.card-gorilla.com:8080/storage/card/182/card_img/20399/182card.png,500000,"mastercard,UnionPay"
